episode,reward
100,0.019
200,-0.008
300,-0.023
400,0.023
500,0.018
600,0.016
700,0.006
800,0.006
900,0.006
1000,0.006
1100,0.006
1200,0.006
1300,0.006
1400,0.006
1500,0.006
1600,0.006
1700,0.006
1800,0.006
1900,0.006
2000,0.006
2100,0.006
2200,0.006
2300,0.006
2400,0.006
2500,0.006
2600,0.006
2700,0.006
2800,0.006
2900,0.006
3000,0.006
3100,0.006
3200,0.006
3300,0.006
3400,0.006
3500,0.006
3600,0.006
3700,0.006
3800,0.006
3900,0.006
4000,0.006
4100,0.006
4200,0.006
4300,0.006
4400,0.006
4500,0.006
4600,0.006
4700,0.006
4800,0.006
4900,0.006
5000,0.006
5100,0.006
5200,0.006
5300,0.006
5400,0.006
5500,0.006
5600,0.006
5700,0.006
5800,0.006
5900,0.006
6000,0.006
6100,0.006
6200,0.006
6300,0.006
6400,0.006
6500,0.006
6600,0.006
6700,0.006
6800,0.006
6900,0.006
7000,0.006
7100,0.006
7200,0.006
7300,0.006
7400,0.006
7500,0.006
7600,0.006
7700,0.006
7800,0.006
7900,0.006
8000,0.006
8100,0.006
8200,0.006
8300,0.006
8400,0.006
8500,0.006
8600,0.006
8700,0.006
8800,0.006
8900,0.006
9000,0.006
9100,0.006
9200,0.006
9300,0.006
9400,0.006
9500,0.006
9600,0.006
9700,0.006
9800,0.006
9900,0.006
10000,0.006
10100,0.006
10200,0.006
