episode,reward
100,-0.006
200,-0.011
300,0.001
400,0.03
500,-0.027
600,0.016
700,0.004
800,0.004
900,0.004
1000,0.004
1100,0.004
1200,0.004
1300,0.004
1400,0.004
1500,0.004
1600,0.004
1700,0.004
1800,0.004
1900,0.004
2000,0.004
2100,0.004
2200,0.004
2300,0.004
2400,0.004
2500,0.004
2600,0.004
2700,0.004
2800,0.004
2900,0.004
3000,0.004
3100,0.004
3200,0.004
3300,0.004
3400,0.004
3500,0.004
3600,0.004
3700,0.004
3800,0.004
3900,0.004
4000,0.004
4100,0.004
4200,0.004
4300,0.004
4400,0.004
4500,0.004
4600,0.004
4700,0.004
4800,0.004
4900,0.004
5000,0.004
5100,0.004
5200,0.004
5300,0.004
5400,0.004
5500,0.004
5600,0.004
5700,0.004
5800,0.004
5900,0.004
6000,0.004
6100,0.004
6200,0.004
6300,0.004
6400,0.004
6500,0.004
6600,0.004
6700,0.004
6800,0.004
6900,0.004
7000,0.004
7100,0.004
7200,0.004
7300,0.004
7400,0.004
7500,0.004
7600,0.004
7700,0.004
7800,0.004
7900,0.004
8000,0.004
8100,0.004
8200,0.004
8300,0.004
8400,0.004
8500,0.004
8600,0.004
8700,0.004
8800,0.004
8900,0.004
9000,0.004
9100,0.004
9200,0.004
9300,0.004
9400,0.004
9500,0.004
9600,0.004
9700,0.004
9800,0.004
9900,0.004
10000,0.004
10100,0.004
10200,0.004
