# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1780852858.695323,0,0,0,-0.07575757801532745,1.0033059120178223
1,1780852858.699394,3200,0.08527132123708725,1.0083134174346924,-0.07575757801532745,1.0033059120178223
2,1780852859.2023602,6400,0.005220696330070496,1.0105096101760864,-0.07575757801532745,1.0033059120178223
3,1780852859.215287,9600,0.005220696330070496,1.0105096101760864,-0.004095006734132767,1.0070726871490479
4,1780852864.882967,12800,-0.054720595479011536,0.9935253858566284,-0.004095006734132767,1.0070726871490479
5,1780852865.084237,16000,-0.054720595479011536,0.9935253858566284,0.043423842638731,0.9831823110580444
6,1780852874.712716,19200,-0.04885294660925865,0.9979398846626282,0.043423842638731,0.9831823110580444
7,1780852875.3100202,22400,-0.04885294660925865,0.9979398846626282,0.05272917449474335,0.991940438747406
8,1780852885.255143,25600,-0.0313304178416729,1.0024354457855225,0.05272917449474335,0.991940438747406
9,1780852885.751115,28800,-0.0313304178416729,1.0024354457855225,0.030589137226343155,0.9983165264129639
10,1780852895.5989819,32000,-0.029705805703997612,0.9995256066322327,0.030589137226343155,0.9983165264129639
11,1780852896.090781,35200,-0.029705805703997612,0.9995256066322327,0.03273732215166092,0.986336886882782
12,1780852905.230128,38400,-0.025462118908762932,1.000730037689209,0.03273732215166092,0.986336886882782
13,1780852906.003422,41600,-0.025462118908762932,1.000730037689209,0.02907373197376728,1.000196933746338
14,1780852915.011168,44800,-0.004149582237005234,1.0146080255508423,0.02907373197376728,1.000196933746338
15,1780852916.066119,48000,-0.004149582237005234,1.0146080255508423,0.0054013486951589584,1.0332679748535156
16,1780852925.0391731,51200,0.006261731032282114,1.0002703666687012,0.0054013486951589584,1.0332679748535156
17,1780852925.927493,54400,0.006261731032282114,1.0002703666687012,0.0016713092336431146,1.0053504705429077
18,1780852934.966631,57600,-0.0007474214071407914,1.0049238204956055,0.0016713092336431146,1.0053504705429077
19,1780852936.269867,60800,-0.0007474214071407914,1.0049238204956055,-0.0037589792627841234,1.0002760887145996
20,1780852944.80646,64000,-0.0006794739747419953,1.0019772052764893,-0.0037589792627841234,1.0002760887145996
21,1780852946.0221949,67200,-0.0006794739747419953,1.0019772052764893,0.0035757541190832853,1.0006183385849
22,1780852955.588201,70400,-0.010573099367320538,1.0010660886764526,0.0035757541190832853,1.0006183385849
23,1780852956.7837272,73600,-0.010573099367320538,1.0010660886764526,0.007799738552421331,0.9892920851707458
24,1780852965.1268249,76800,-0.013422788120806217,0.9980955719947815,0.007799738552421331,0.9892920851707458
25,1780852966.796383,80000,-0.013422788120806217,0.9980955719947815,0.016474170610308647,0.9904419183731079
26,1780852974.935082,83200,-0.008262337185442448,1.000988483428955,0.016474170610308647,0.9904419183731079
27,1780852976.500741,86400,-0.008262337185442448,1.000988483428955,0.0069917961955070496,1.001564860343933
28,1780852984.912684,89600,-0.009420915506780148,0.9985471963882446,0.0069917961955070496,1.001564860343933
29,1780852987.016806,92800,-0.009420915506780148,0.9985471963882446,0.005484009627252817,0.9957537651062012
30,1780852995.121672,96000,0.0024526123888790607,1.007959008216858,0.005484009627252817,0.9957537651062012
31,1780852997.7618098,99200,0.0024526123888790607,1.007959008216858,-0.0016154982149600983,1.011379361152649
32,1780853005.154662,102400,0.010833489708602428,0.9981553554534912,-0.0016154982149600983,1.011379361152649
33,1780853008.055545,105600,0.010833489708602428,0.9981553554534912,-0.011692959815263748,1.0133839845657349
34,1780853015.419996,108800,0.013881264254450798,1.0002719163894653,-0.011692959815263748,1.0133839845657349
35,1780853017.8182778,112000,0.013881264254450798,1.0002719163894653,-0.014399055391550064,1.0003607273101807
36,1780853025.635458,115200,0.008924778550863266,1.0050780773162842,-0.014399055391550064,1.0003607273101807
37,1780853028.226666,118400,0.008924778550863266,1.0050780773162842,-0.01364121027290821,0.9973883628845215
38,1780853035.532522,121600,0.021837320178747177,0.9933164119720459,-0.01364121027290821,0.9973883628845215
39,1780853038.643698,124800,0.021837320178747177,0.9933164119720459,-0.023673435673117638,1.0104612112045288
40,1780853045.574507,128000,0.018861714750528336,1.0077691078186035,-0.023673435673117638,1.0104612112045288
41,1780853048.891493,131200,0.018861714750528336,1.0077691078186035,-0.017337795346975327,0.9992891550064087
42,1780853055.3219929,134400,0.021956931799650192,0.9927916526794434,-0.017337795346975327,0.9992891550064087
43,1780853059.0345862,137600,0.021956931799650192,0.9927916526794434,-0.020624952390789986,1.0025699138641357
44,1780853065.86195,140800,0.021002281457185745,1.005475640296936,-0.020624952390789986,1.0025699138641357
45,1780853069.8880792,144000,0.021002281457185745,1.005475640296936,-0.022670352831482887,0.9991409182548523
46,1780853076.54959,147200,0.0188251044601202,0.9980491399765015,-0.022670352831482887,0.9991409182548523
47,1780853080.593878,150400,0.0188251044601202,0.9980491399765015,-0.01634940877556801,0.995881974697113
48,1780853086.6084962,153600,0.020086489617824554,0.9984913468360901,-0.01634940877556801,0.995881974697113
49,1780853090.0863512,156800,0.020086489617824554,0.9984913468360901,-0.019531048834323883,1.0045100450515747
50,1780853096.268269,160000,0.023455943912267685,0.9928401708602905,-0.019531048834323883,1.0045100450515747
51,1780853099.930302,163200,0.023455943912267685,0.9928401708602905,-0.027063878253102303,1.0050842761993408
52,1780853105.476557,166400,0.02763770893216133,0.9822735786437988,-0.027063878253102303,1.0050842761993408
53,1780853109.646963,169600,0.02763770893216133,0.9822735786437988,-0.028340714052319527,0.9995576739311218
54,1780853115.216195,172800,0.026923278346657753,1.0162233114242554,-0.028340714052319527,0.9995576739311218
55,1780853119.523106,176000,0.026923278346657753,1.0162233114242554,-0.02756197191774845,1.0016189813613892
56,1780853125.756373,179200,0.027884352952241898,0.9973653554916382,-0.02756197191774845,1.0016189813613892
57,1780853130.7888188,182400,0.027884352952241898,0.9973653554916382,-0.02685963734984398,0.9980807304382324
58,1780853136.8952131,185600,0.0242388267070055,1.0090105533599854,-0.02685963734984398,0.9980807304382324
59,1780853142.3027148,188800,0.0242388267070055,1.0090105533599854,-0.023476755246520042,0.9957888722419739
60,1780853148.476595,192000,0.022975463420152664,0.9955223202705383,-0.023476755246520042,0.9957888722419739
61,1780853152.9762208,195200,0.022975463420152664,0.9955223202705383,-0.023458173498511314,1.0054004192352295
62,1780853159.120676,198400,0.023846466094255447,0.9900400042533875,-0.023458173498511314,1.0054004192352295
63,1780853164.187505,201600,0.023846466094255447,0.9900400042533875,-0.024314086884260178,1.0028810501098633
64,1780853169.7960489,204800,0.02289600297808647,0.9928657412528992,-0.024314086884260178,1.0028810501098633
65,1780853174.957036,208000,0.02289600297808647,0.9928657412528992,-0.01717524789273739,0.9982045888900757
66,1780853179.985913,211200,0.017578627914190292,1.0156327486038208,-0.01717524789273739,0.9982045888900757
67,1780853185.73684,214400,0.017578627914190292,1.0156327486038208,-0.019938066601753235,1.003846287727356
68,1780853191.334742,217600,0.01855786330997944,0.9996716380119324,-0.019938066601753235,1.003846287727356
69,1780853196.527945,220800,0.01855786330997944,0.9996716380119324,-0.01786465011537075,0.9959044456481934
70,1780853201.116244,224000,0.019102588295936584,0.9998084902763367,-0.01786465011537075,0.9959044456481934
71,1780853206.578797,227200,0.019102588295936584,0.9998084902763367,-0.01922026090323925,1.0016273260116577
72,1780853211.0557282,230400,0.018977997824549675,0.9963088035583496,-0.01922026090323925,1.0016273260116577
73,1780853216.402037,233600,0.018977997824549675,0.9963088035583496,-0.01933922804892063,0.9992970824241638
74,1780853221.310774,236800,0.0203434769064188,0.992155134677887,-0.01933922804892063,0.9992970824241638
75,1780853227.211306,240000,0.0203434769064188,0.992155134677887,-0.022386489436030388,1.0058467388153076
76,1780853231.916852,243200,0.022983070462942123,0.9853671193122864,-0.022386489436030388,1.0058467388153076
77,1780853238.239997,246400,0.022983070462942123,0.9853671193122864,-0.024281613528728485,0.9994910359382629
78,1780853242.604919,249600,0.025583097711205482,0.9876013994216919,-0.024281613528728485,0.9994910359382629
79,1780853248.69439,252800,0.025583097711205482,0.9876013994216919,-0.02543513849377632,0.9982837438583374
80,1780853252.632603,256000,0.02738199010491371,0.9785649180412292,-0.02543513849377632,0.9982837438583374
81,1780853259.19083,259200,0.02738199010491371,0.9785649180412292,-0.028593536466360092,0.9937220215797424
82,1780853262.43003,262400,0.029110990464687347,0.973653256893158,-0.028593536466360092,0.9937220215797424
83,1780853268.980596,265600,0.029110990464687347,0.973653256893158,-0.029573868960142136,0.9978755116462708
84,1780853272.280812,268800,0.031130319461226463,0.9731702208518982,-0.029573868960142136,0.9978755116462708
85,1780853279.104594,272000,0.031130319461226463,0.9731702208518982,-0.02955055795609951,0.9998619556427002
86,1780853282.232383,275200,0.02912410907447338,1.021040916442871,-0.02955055795609951,0.9998619556427002
87,1780853288.971126,278400,0.02912410907447338,1.021040916442871,-0.02933654934167862,0.9960691928863525
88,1780853292.0290198,281600,0.030731333419680595,0.979081392288208,-0.02933654934167862,0.9960691928863525
89,1780853299.134186,284800,0.030731333419680595,0.979081392288208,-0.02961055189371109,1.0064821243286133
90,1780853302.110602,288000,0.028732294216752052,1.018515944480896,-0.02961055189371109,1.0064821243286133
91,1780853309.5022259,291200,0.028732294216752052,1.018515944480896,-0.02731994166970253,1.001295566558838
92,1780853312.808901,294400,0.029732832685112953,0.996462345123291,-0.02731994166970253,1.001295566558838
93,1780853319.67967,297600,0.029732832685112953,0.996462345123291,-0.026738665997982025,1.0013182163238525
94,1780853322.4217012,300800,0.027510836720466614,1.0141148567199707,-0.026738665997982025,1.0013182163238525
95,1780853329.854338,304000,0.027510836720466614,1.0141148567199707,-0.02531355433166027,0.9982345700263977
96,1780853332.28496,307200,0.0246818158775568,1.0012938976287842,-0.02531355433166027,0.9982345700263977
97,1780853339.996533,310400,0.0246818158775568,1.0012938976287842,-0.02198203280568123,0.9948714971542358
98,1780853342.310781,313600,0.022428179159760475,0.997974157333374,-0.02198203280568123,0.9948714971542358
99,1780853350.346113,316800,0.022428179159760475,0.997974157333374,-0.02168627455830574,0.9928250312805176
100,1780853352.98943,320000,0.022693729028105736,0.9970664978027344,-0.02168627455830574,0.9928250312805176
101,1780853361.437936,323200,0.022693729028105736,0.9970664978027344,-0.021394439041614532,1.0009329319000244
102,1780853364.5131829,326400,0.02199387550354004,0.9965878129005432,-0.021394439041614532,1.0009329319000244
103,1780853371.774166,329600,0.02199387550354004,0.9965878129005432,-0.021740127354860306,0.9953851103782654
104,1780853374.483818,332800,0.021578896790742874,0.9978788495063782,-0.021740127354860306,0.9953851103782654
105,1780853382.632631,336000,0.021578896790742874,0.9978788495063782,-0.01784662716090679,0.9810864925384521
106,1780853385.248271,339200,0.01764521934092045,0.9901728630065918,-0.01784662716090679,0.9810864925384521
107,1780853393.86592,342400,0.01764521934092045,0.9901728630065918,-0.01642680913209915,1.0013331174850464
108,1780853396.343225,345600,0.017193593084812164,1.0153746604919434,-0.01642680913209915,1.0013331174850464
109,1780853403.49585,348800,0.017193593084812164,1.0153746604919434,-0.016128139570355415,1.0020482540130615
110,1780853405.657154,352000,0.016397329047322273,1.0038747787475586,-0.016128139570355415,1.0020482540130615
111,1780853414.8072221,355200,0.016397329047322273,1.0038747787475586,-0.015840137377381325,0.9974567890167236
112,1780853417.023801,358400,0.015713928267359734,0.9976218342781067,-0.015840137377381325,0.9974567890167236
113,1780853425.172727,361600,0.015713928267359734,0.9976218342781067,-0.016682060435414314,1.0100853443145752
114,1780853426.865261,364800,0.017103279009461403,0.9975208044052124,-0.016682060435414314,1.0100853443145752
115,1780853434.966951,368000,0.017103279009461403,0.9975208044052124,-0.01674157939851284,0.9928678870201111
116,1780853436.955073,371200,0.017048796638846397,1.0008047819137573,-0.01674157939851284,0.9928678870201111
117,1780853444.805033,374400,0.017048796638846397,1.0008047819137573,-0.012773225083947182,0.9847128987312317
118,1780853446.645439,377600,0.014550198800861835,0.9990830421447754,-0.012773225083947182,0.9847128987312317
119,1780853456.05224,380800,0.014550198800861835,0.9990830421447754,-0.013741439208388329,1.0101393461227417
120,1780853457.938733,384000,0.014311671257019043,0.9973498582839966,-0.013741439208388329,1.0101393461227417
121,1780853467.223191,387200,0.014311671257019043,0.9973498582839966,-0.013146393932402134,1.0021411180496216
122,1780853468.4881291,390400,0.013599373400211334,0.9938911199569702,-0.013146393932402134,1.0021411180496216
123,1780853477.201584,393600,0.013599373400211334,0.9938911199569702,-0.012807355262339115,0.9957833290100098
124,1780853478.421016,396800,0.013254462741315365,1.0017977952957153,-0.012807355262339115,0.9957833290100098
125,1780853487.3802629,400000,0.013254462741315365,1.0017977952957153,-0.010234956629574299,0.9864813089370728
126,1780853488.465729,403200,0.010749568231403828,0.9973640441894531,-0.010234956629574299,0.9864813089370728
127,1780853497.154123,406400,0.010749568231403828,0.9973640441894531,-0.00910520926117897,0.9897239208221436
128,1780853497.9403021,409600,0.009226723574101925,0.9933585524559021,-0.00910520926117897,0.9897239208221436
129,1780853508.370322,412800,0.009226723574101925,0.9933585524559021,-0.007476295810192823,0.9795299768447876
130,1780853509.0418901,416000,0.008729015477001667,0.990580141544342,-0.007476295810192823,0.9795299768447876
131,1780853519.546308,419200,0.008729015477001667,0.990580141544342,-0.007250785827636719,1.0073003768920898
132,1780853520.774736,422400,0.008379240520298481,0.9991590976715088,-0.007250785827636719,1.0073003768920898
133,1780853530.822007,425600,0.008379240520298481,0.9991590976715088,-0.010586882010102272,1.0221177339553833
134,1780853531.378229,428800,0.011026689782738686,0.9762407541275024,-0.010586882010102272,1.0221177339553833
135,1780853541.022752,432000,0.011026689782738686,0.9762407541275024,-0.009505647234618664,0.9998741745948792
136,1780853541.463995,435200,0.010038726031780243,1.0068849325180054,-0.009505647234618664,0.9998741745948792
137,1780853552.079021,438400,0.009582488797605038,0.9967718720436096,-0.009505647234618664,0.9998741745948792
138,1780853552.087224,441600,0.009582488797605038,0.9967718720436096,-0.008838951587677002,0.9976400136947632
139,1780853562.3801699,444800,0.009582488797605038,0.9967718720436096,-0.00817562360316515,0.9971171617507935
140,1780853562.380914,448000,0.00859391875565052,0.989213228225708,-0.00817562360316515,0.9971171617507935
141,1780853572.501017,451200,0.009495800361037254,0.9907962083816528,-0.00817562360316515,0.9971171617507935
142,1780853572.508147,454400,0.009495800361037254,0.9907962083816528,-0.008759704418480396,0.9963091015815735
143,1780853582.150777,457600,0.011170966550707817,0.9799487590789795,-0.008759704418480396,0.9963091015815735
144,1780853582.159012,460800,0.011170966550707817,0.9799487590789795,-0.010561119765043259,0.9954310059547424
145,1780853592.293746,464000,0.009849545545876026,1.0020538568496704,-0.010561119765043259,0.9954310059547424
146,1780853592.6189172,467200,0.009849545545876026,1.0020538568496704,-0.008894376456737518,0.998161256313324
147,1780853601.60048,470400,0.013574967160820961,0.976368248462677,-0.008894376456737518,0.998161256313324
148,1780853602.6166668,473600,0.013574967160820961,0.976368248462677,-0.013129779137670994,1.0087733268737793
149,1780853611.5714939,476800,0.012129292823374271,1.0279035568237305,-0.013129779137670994,1.0087733268737793
150,1780853612.281923,480000,0.012129292823374271,1.0279035568237305,-0.011300214566290379,1.0073477029800415
151,1780853621.040836,483200,0.012065200135111809,0.9823859333992004,-0.011300214566290379,1.0073477029800415
152,1780853621.854849,486400,0.012065200135111809,0.9823859333992004,-0.011527466587722301,0.9949056506156921
153,1780853630.784425,489600,0.011807954870164394,1.0031222105026245,-0.011527466587722301,0.9949056506156921
154,1780853632.058948,492800,0.011807954870164394,1.0031222105026245,-0.01088207121938467,0.9982019066810608
155,1780853640.683648,496000,0.009391342289745808,1.0044293403625488,-0.01088207121938467,0.9982019066810608
156,1780853642.0553238,499200,0.009391342289745808,1.0044293403625488,-0.0092745590955019,0.9936970472335815
157,1780853650.435647,502400,0.011491691693663597,0.9774287343025208,-0.0092745590955019,0.9936970472335815
158,1780853652.340263,505600,0.011491691693663597,0.9774287343025208,-0.011250252835452557,0.9949610829353333
159,1780853660.4391859,508800,0.012880275025963783,0.991855800151825,-0.011250252835452557,0.9949610829353333
160,1780853662.454394,512000,0.012880275025963783,0.991855800151825,-0.012350080534815788,0.9960748553276062
161,1780853670.217294,515200,0.013480137102305889,0.9947390556335449,-0.012350080534815788,0.9960748553276062
162,1780853672.302387,518400,0.013480137102305889,0.9947390556335449,-0.011668509803712368,0.99847012758255
163,1780853680.491733,521600,0.012576298788189888,1.0075491666793823,-0.011668509803712368,0.99847012758255
164,1780853682.90163,524800,0.012576298788189888,1.0075491666793823,-0.01152621116489172,0.9897016286849976
